4260 60 54
4261 0 0
4262 1860 1728
4263 120 108
4264 0 0
4265 0 0
4266 0 0
4267 0 0
4268 0 0
4269 0 0
4270 120 108
4271 240 216
4272 360 324
4273 60 54
4274 0 0
4275 0 0
4276 60 54
4277 120 108
4278 0 0
4279 0 0
4280 0 0
4281 0 0
4282 0 0
4283 0 0
4284 0 0
4285 0 0
4286 0 0
4287 60 54
4288 0 0
4289 0 0
4290 0 0
4291 60 54
4292 240 216
4293 0 0
4294 60 54
4295 300 270
4296 540 486
4297 720 648
4298 120 108
4299 180 162
4300 0 0
4301 0 0
4302 0 0
4303 0 0
4304 0 0
4305 0 0
4306 0 0
4307 0 0
4308 0 0
4309 60 54
4310 0 0
4311 0 0
4312 420 378
4313 60 54
4314 60 54
4315 120 108
4316 180 162
4317 0 0
4318 60 54
4319 0 0
4320 0 0
4321 60 54
4322 420 378
4323 0 0
4324 0 0
4325 0 0
4326 0 0
4327 0 0
4328 0 0
4329 0 0
4330 424 216
4331 332 216
4332 180 324
4333 60 54
4334 0 0
4335 0 0
4336 60 54
4337 60 54
4338 0 0
4339 0 0
4340 300 270
4341 540 486
4342 660 594
4343 120 108
4344 120 108
4345 0 0
4346 0 0
4347 0 0
4348 0 0
4349 0 0
4350 0 0
4351 0 0
4352 0 0
4353 0 0
4354 0 0
4355 0 0
4356 0 0
4357 0 0
4358 0 0
4359 0 0
4360 0 0
4361 0 0
4362 0 0
4363 0 0
4364 0 0
4365 0 0
4366 0 0
4367 120 108
4368 711 648
4369 0 0
4370 0 0
4371 0 0
4372 2100 1890
4373 0 0
4374 0 0
4375 0 0
4376 0 0
4377 0 0
4378 0 0
4379 0 0
4380 0 0
4381 60 54
4382 0 0
4383 0 0
4384 0 0
4385 0 0
4386 0 0
4387 120 108
4388 60 54
4389 120 108
4390 0 0
4391 0 0
4392 0 0
4393 0 0
4394 0 0
4395 0 0
4396 0 0
4397 0 0
4398 0 0
4399 0 0
4400 0 0
4401 0 0
4402 240 216
4403 0 0
4404 0 0
4405 0 0
4406 0 0
4407 0 0
4408 0 0
4409 0 0
4410 0 0
4411 0 0
4412 0 0
4413 0 0
4414 0 0
4415 0 0
4416 0 0
4417 0 0
4418 0 0
4419 0 0
4420 0 0
4421 0 0
4422 0 0
4423 0 0
4424 0 0
4425 0 0
4426 0 0
4427 0 0
4428 0 0
4429 0 0
4430 0 0
4431 0 0
4432 120 108
4433 60 54
4434 120 108
4435 0 0
4436 0 0
4437 0 0
4438 0 0
4439 0 0
4440 0 0
4441 0 0
4442 0 0
4443 0 0
4444 0 0
4445 0 0
4446 0 0
4447 0 0
4448 0 0
4449 0 0
4450 0 0
4451 0 0
4452 0 0
4453 0 0
4454 0 0
4455 0 0
4456 0 0
4457 0 0
4458 0 0
4459 0 0
4460 0 0
4461 0 0
4462 0 0
4463 0 0
4464 0 0
4465 0 0
4466 0 0
4467 0 0
4468 0 0
4469 0 0
4470 0 0
4471 0 0
4472 0 0
4473 0 0
4474 0 0
4475 0 0
4476 0 0
4477 120 108
4478 60 54
4479 120 108
4480 0 0
4481 0 0
4482 0 0
4483 0 0
4484 0 0
4485 0 0
4486 0 0
4487 0 0
4488 0 0
4489 0 0
4490 0 0
4491 0 0
4492 240 216
4493 272 108
4494 0 0
4495 0 0
4496 0 0
4497 0 0
4498 0 0
4499 0 0
4500 0 0
4501 0 0
4502 0 0
4503 0 0
4504 0 0
4505 0 0
4506 0 0
4507 0 0
4508 0 0
4509 0 0
4510 0 0
4511 0 0
4512 240 216
4513 0 0
4514 0 0
4515 0 0
4516 0 0
4517 0 0
4518 0 0
4519 0 0
4520 0 0
4521 0 0
4522 0 0
4523 0 0
4524 0 0
4525 0 0
4526 0 0
4527 0 0
4528 0 0
4529 0 0
4530 0 0
4531 0 0
4532 0 0
4533 0 0
4534 0 0
4535 0 0
4536 0 0
4537 0 0
4538 0 0
4539 0 0
4540 0 0
4541 0 0
4542 0 0
4543 0 0
4544 0 0
4545 0 0
4546 0 0
4547 0 0
4548 0 0
4549 0 0
4550 0 0
4551 0 0
4552 0 0
4553 0 0
4554 0 0
4555 0 0
4556 0 0
4557 0 0
4558 0 0
4559 0 0
