10 0 0
11 504889 25196
12 2484640 92210
13 1688404 42651
14 320064 30802
15 0 0
16 489 1942
17 424 661
18 0 0
19 1568 963
20 1638 846
21 1924592 74861
22 52 52
23 0 0
24 492187 10051
25 104 52
26 1309500 38154
27 228786 4787
28 0 0
29 0 0
30 719 2018
31 0 0
32 52 52
33 0 0
34 1508305 37986
35 0 0
36 0 0
37 424 665
38 0 0
39 2378460 68520
40 0 0
41 3238 676
42 1050 2405
43 0 0
44 0 0
45 0 0
46 0 0
47 1495683 31048
48 196 300
49 165 733
50 3041 1076
51 305 830
52 415500 8808
53 1169100 26205
54 0 0
55 506367 10365
56 0 0
57 0 0
58 1679150 39764
59 413 1635
60 1014 981
61 541 1423
62 0 0
63 0 0
64 0 0
65 0 0
66 1952125 55292
67 0 0
68 0 0
69 499943 11129
70 6450 702
71 300 300
72 0 0
73 0 0
74 0 0
75 0 0
76 297441 6780
77 1261448 40996
78 523988 12848
79 165 733
80 3041 1076
81 476 882
82 0 0
83 0 0
84 485975 9949
85 104 52
86 0 0
87 0 0
88 2157609 47804
89 0 0
90 717 959
91 361 1083
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 1970255 48857
99 0 0
100 499670 16998
101 528 1239
102 135 104
103 0 0
104 0 0
105 0 0
106 0 0
107 0 0
108 0 0
109 60 681
110 2159 1800
111 2167316 58167
112 1208 52
113 0 0
114 71896 2722
115 424338 10220
116 0 0
117 104 52
118 0 0
119 0 0
120 0 0
121 0 0
122 905256 24821
123 1093548 29312
124 0 0
125 0 0
126 0 0
127 0 0
128 0 0
129 294 450
130 557 1383
131 514398 10418
132 361 1225
133 0 0
134 0 0
135 0 0
136 0 0
137 0 0
138 0 0
139 112 681
140 3094 1128
141 305 669
142 0 0
143 0 0
144 0 0
145 104 52
146 2010503 57849
147 0 0
148 0 0
149 0 0
150 0 0
151 305 835
152 0 0
153 0 0
154 0 0
155 0 0
156 52 52
157 0 0
158 502070 10210
159 0 0
160 0 0
161 0 0
162 0 0
163 0 0
164 0 0
165 0 0
166 0 0
167 0 0
168 1740898 57793
169 1568 963
170 1638 846
171 0 0
172 0 0
173 0 0
174 0 0
175 104 52
176 0 0
177 0 0
178 52 52
179 0 0
180 621 965
181 660 1461
182 104 570
183 104 570
184 1684907 49494
185 0 0
186 0 0
187 0 0
188 361 1225
189 0 0
190 361 1083
191 0 0
192 0 0
193 0 0
194 52 52
195 496181 13978
196 0 0
197 0 0
198 0 0
199 165 733
200 3041 1076
201 0 0
202 0 0
203 0 0
204 0 0
205 1995242 46289
206 0 0
207 0 0
208 0 0
209 0 0
210 908 1062
211 476 886
212 0 0
213 0 0
214 0 0
215 52 52
216 505977 16270
217 0 0
218 0 0
219 0 0
220 0 0
221 253 616
222 0 0
223 0 0
224 0 0
225 0 0
226 52 52
227 0 0
228 0 0
229 165 733
230 3041 1076
231 928448 24389
232 1168596 32065
233 0 0
234 0 0
235 104 52
236 0 0
237 0 0
238 0 0
239 0 0
240 883 958
241 305 835
242 52 52
243 0 0
244 0 0
245 0 0
246 0 0
247 0 0
248 0 0
249 0 0
250 0 0
251 0 0
252 52 52
253 0 0
254 1836183 48701
255 0 0
256 0 0
257 0 0
258 0 0
259 500419 10943
260 3041 1076
261 253 619
262 0 0
263 0 0
264 0 0
265 413 1135
266 52 0
267 0 0
268 0 0
269 52 52
270 0 0
271 476 887
272 0 0
273 0 0
274 1882326 52727
275 0 0
276 361 1225
277 0 0
278 0 0
279 104 52
280 0 0
281 0 0
282 0 0
283 0 0
284 52 52
285 25500 1942
286 479677 12968
287 0 0
288 0 0
289 60 681
290 3146 1128
291 1993500 50969
292 36738 1040
293 0 0
294 0 0
295 104 52
296 0 0
297 0 0
298 0 0
299 0 0
300 0 0
301 750 1462
302 30000 2153
303 1868969 47444
304 0 0
305 0 0
306 0 0
307 0 0
308 0 0
309 0 0
