68 49032 443 2751 569 2 1 1670789500.719178 0.050633
69 49042 443 4691 3448 5 4 1670789500.715410 0.157616
70 49042 443 6720 8738 7 8 1670789500.715410 0.281261
71 49042 443 11714 11383 11 10 1670789500.715410 0.368195
72 49140 443 0 0 0 0 1670789502.004447 0.000000
73 49140 443 0 0 0 0 1670789502.004447 0.000000
74 49140 443 0 0 0 0 1670789502.004447 0.000000
75 49140 443 0 0 0 0 1670789502.004447 0.000000
76 49140 443 0 0 0 0 1670789502.004447 0.000000
77 49140 443 0 0 0 0 1670789502.004447 0.000000
